Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,BG_activity.g,BX_activity.g,CB_activity.g,LAP_activity.g,NAG_activity.g,TimePoint,Stage,kgdw_ha,FracN.leco,FracC.leco,kgN_ha,RGR,AGR,Nprod,NupR,d15N,X15N_AtPercent,FracN,FracN_fromSoil,FracN_fromFert,kgFertN_ha,kgSoilN_ha
1,5,c,170,57,1-5c_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,a,85,61,2-1a_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,a,0,62,2-1a_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,a,170,63,2-1a_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,d,85,154,3-3d_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,d,0,155,3-3d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,d,170,156,3-3d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,d,85,226,4-4d_85,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,d,0,227,4-4d_0,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,d,170,228,4-4d_170,1961,1961,Treated,1961,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,c,0,31,1-3c_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,c,85,32,1-3c_85,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,c,170,33,1-3c_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,b,170,76,2-2b_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,b,85,77,2-2b_85,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,b,0,78,2-2b_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,a,85,121,3-1a_85,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,a,0,122,3-1a_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,a,170,123,3-1a_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,c,0,199,4-2c_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,c,85,200,4-2c_85,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,c,170,201,4-2c_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,c,0,31,1-3c_0,1971,1971,Treated,1971,2,93.4218817,15.50413327,19.49832511,40.09378579,19.13387044,T1,V6,282,0.017682,0.41705,4.986324,0.059264614,7.35,1.474031772,0.099983489,NA,NA,NA,NA,NA,NA,NA
1,3,c,85,32,1-3c_85,1971,1971,Treated,1971,2,84.8678893,15.99602177,25.63268738,42.88767966,19.92456792,T1,V6,447.6,0.01694,0.39342,7.582344,0.06909425,11.95,1.576029787,0.155217957,NA,NA,NA,NA,NA,NA,NA
1,3,c,170,33,1-3c_170,1971,1971,Treated,1971,2,69.91559571,15.3991652,14.90531872,29.05604005,13.5112961,T1,V6,610.5,0.028685,0.42262,17.5121925,0.075698044,16.475,0.940773121,0.36649133,NA,NA,NA,NA,NA,NA,NA
2,2,b,170,76,2-2b_170,1971,1971,Treated,1971,2,84.17256605,24.16109221,23.45859939,49.362851,24.56397842,T1,V6,434.4,0.0283575,0.418225,12.318498,0.068457352,11.58333333,0.940320267,0.255987191,NA,NA,NA,NA,NA,NA,NA
2,2,b,85,77,2-2b_85,1971,1971,Treated,1971,2,107.8024621,23.16892064,27.69334902,51.80574116,25.78346288,T1,V6,310.5,0.020809,0.41495,6.4611945,0.061313057,8.141666667,1.260086918,0.131363713,NA,NA,NA,NA,NA,NA,NA
2,2,b,0,78,2-2b_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T1,V6,270.6,0.020154,0.41206,5.4536724,0.058386628,7.033333333,1.289650866,0.109927072,NA,NA,NA,NA,NA,NA,NA
3,1,a,85,121,3-1a_85,1971,1971,Treated,1971,2,64.65722374,17.55899223,17.31889922,38.69625203,16.43075054,T1,V6,689.1,0.023951,0.41917,16.5046341,0.078274813,18.65833333,1.130490577,0.345053917,NA,NA,NA,NA,NA,NA,NA
3,1,a,0,122,3-1a_0,1971,1971,Treated,1971,2,85.68406558,25.14262869,22.33678475,50.33370809,24.00905741,T1,V6,383.1,0.020683,0.41147,7.9236573,0.065783529,10.15833333,1.282025831,0.162479943,NA,NA,NA,NA,NA,NA,NA
3,1,a,170,123,3-1a_170,1971,1971,Treated,1971,2,66.76080301,17.0192204,18.16816669,37.3125666,18.27631054,T1,V6,696.9,0.027043,0.42123,18.8462667,0.078514292,18.875,1.001524615,0.394875887,NA,NA,NA,NA,NA,NA,NA
4,2,c,0,199,4-2c_0,1971,1971,Treated,1971,2,93.31025277,20.24554946,23.72478176,62.96274163,27.94974289,T1,V6,301.8,0.021366,0.41868,6.4482588,0.06070839,7.9,1.225136932,0.131088485,NA,NA,NA,NA,NA,NA,NA
4,2,c,85,200,4-2c_85,1971,1971,Treated,1971,2,85.20916017,23.58632507,24.9108747,42.68711316,20.72026026,T1,V6,291.9,0.02165,0.4143,6.319635,0.059998746,7.625,1.206557024,0.128351809,NA,NA,NA,NA,NA,NA,NA
4,2,c,170,201,4-2c_170,1971,1971,Treated,1971,2,96.9363913,24.49109588,23.32356814,48.49285158,23.84887373,T1,V6,694.2,0.023061,0.41636,16.0089462,0.0784317,18.8,1.174343381,0.334507366,NA,NA,NA,NA,NA,NA,NA
1,3,c,0,31,1-3c_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,4437,0.0086541,0.42034,38.3982417,0.102067655,134.0322581,3.490583218,1.237478433,16.32376992,0.372260477,0.008404216,1.004059733,-0.004059733,-0.151385439,37.44089183
1,3,c,85,32,1-3c_85,1971,1971,Treated,1971,2,100.5287338,24.31244669,26.00395071,191.2142398,21.10129503,T2,R1,5175,0.0091423,0.43038,47.3114025,0.090655357,152.4967742,3.223256258,1.471446611,811.0376809,0.661424057,0.009147883,0.541547025,0.458452975,21.70329888,25.63699564
1,3,c,170,33,1-3c_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,6019.2,0.013367,0.43811,80.4586464,0.084756717,174.4741935,2.168495263,2.331350144,993.232694,0.727480932,0.014286031,0.435890067,0.564109933,48.50808268,37.48239511
2,2,b,170,76,2-2b_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,7462.5,0.014331,0.43467,106.9450875,0.105321481,226.7129032,2.119900114,3.5046885,1097.443799,0.765224375,0.013870556,0.375520009,0.624479991,64.63931447,38.86970968
2,2,b,85,77,2-2b_85,1971,1971,Treated,1971,2,77.32285228,19.74475779,21.64294689,180.7831549,25.23731984,T2,R1,5338.5,0.0095705,0.44171,51.09211425,0.105352448,162.1935484,3.174531936,1.652997028,843.2437996,0.673107147,0.009270131,0.522860101,0.477139899,23.61298288,25.87561146
2,2,b,0,78,2-2b_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,3502.5,0.008809,0.42553,30.8535225,0.094836687,104.2548387,3.379025481,0.940735189,18.29096763,0.372978338,0.010009618,1.002911525,-0.002911525,-0.102074255,35.1607613
3,1,a,85,121,3-1a_85,1971,1971,Treated,1971,2,101.6813602,21.05695411,22.28366556,184.0996095,48.92054169,T2,R1,7263,0.0079038,0.43248,57.4052994,0.087228217,212.0612903,3.694106512,1.514839456,754.8643292,0.641040035,0.008551144,0.574150955,0.425849045,26.44818913,35.65876975
3,1,a,0,122,3-1a_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,4257,0.0056174,0.42019,23.9132718,0.089186071,124.9645161,5.225738961,0.592207944,43.95730262,0.382343427,0.005857239,0.987932209,0.012067791,0.300901511,24.63336491
3,1,a,170,123,3-1a_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,8392.5,0.011012,0.43944,92.41821,0.092164881,248.2451613,2.686106572,2.724886789,1113.532421,0.771048835,0.012143284,0.366203875,0.633796125,64.59175458,37.32075639
4,2,c,0,199,4-2c_0,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,3306,0.0075189,0.42432,24.8574834,0.088656657,96.90967742,3.898611773,0.681823133,22.11630157,0.374374231,0.007459585,1.000678816,-0.000678816,-0.016740542,24.67812855
4,2,c,85,200,4-2c_85,1971,1971,Treated,1971,2,127.2858184,28.673729,34.45178263,203.3777103,38.40610845,T2,R1,4473,0.011728,0.43366,52.459344,0.101089012,134.8741935,2.571023258,1.708878111,701.2665953,0.621582845,0.011701881,0.605272432,0.394727568,20.66103315,31.68148056
4,2,c,170,201,4-2c_170,1971,1971,Treated,1971,2,NA,NA,NA,NA,NA,T2,R1,5829,0.011705,0.43517,68.228445,0.078808912,165.6387097,2.42770753,1.934055511,845.9129496,0.674075285,0.01181047,0.52131158,0.47868842,32.95445685,35.88877278
1,3,c,0,31,1-3c_0,1971,1971,Treated,1971,2,78.89075093,28.67969328,20.18927373,248.1479872,14.86111493,T3,R3,4845,0.0062384,0.43003,1.7592288,0.003518751,17.73913043,10.08346978,-1.465560516,NA,NA,NA,NA,NA,NA,NA
1,3,c,85,32,1-3c_85,1971,1971,Treated,1971,2,97.72353975,23.9607054,22.19016035,206.6468234,22.86600167,T3,R3,8616,0.0066468,0.433535,2.97510768,0.020391264,149.6086957,50.28681706,-1.773451793,NA,NA,NA,NA,NA,NA,NA
1,3,c,170,33,1-3c_170,1971,1971,Treated,1971,2,137.7034566,35.4932375,34.75688208,239.8699778,36.71816314,T3,R3,13227,0.0085247,0.43711,5.20432935,0.031492233,313.3826087,60.21575262,-3.010172682,NA,NA,NA,NA,NA,NA,NA
2,2,b,170,76,2-2b_170,1971,1971,Treated,1971,2,67.23997779,20.34741077,15.56232413,221.9007378,14.71117146,T3,R3,12903,0.009467,0.43635,4.1124648,0.021902775,236.5434783,57.51866332,-4.113304908,NA,NA,NA,NA,NA,NA,NA
2,2,b,85,77,2-2b_85,1971,1971,Treated,1971,2,105.6878094,39.52109916,39.23954957,255.9185469,26.2104427,T3,R3,11754,0.0093294,0.43976,2.8967787,0.031569956,278.9347826,96.29136758,-1.927813422,NA,NA,NA,NA,NA,NA,NA
2,2,b,0,78,2-2b_0,1971,1971,Treated,1971,2,78.15526095,20.35637484,24.36826221,216.6759388,29.81160858,T3,R3,5799,0.0062894,0.42957,1.70191164,0.02016834,99.84782609,58.66804348,-1.166064434,NA,NA,NA,NA,NA,NA,NA
3,1,a,85,121,3-1a_85,1971,1971,Treated,1971,2,87.84578284,27.70709559,27.00318283,208.7838354,25.8522855,T3,R3,12981,0.0070515,0.43028,4.85918865,0.023227751,248.6086957,51.16259391,-2.10184443,NA,NA,NA,NA,NA,NA,NA
3,1,a,0,122,3-1a_0,1971,1971,Treated,1971,2,88.44647046,28.93293421,25.20261571,189.0293642,29.45457184,T3,R3,8202,0.0063267,0.42925,2.42375877,0.026232534,171.5217391,70.7668359,-0.859580521,NA,NA,NA,NA,NA,NA,NA
3,1,a,170,123,3-1a_170,1971,1971,Treated,1971,2,124.6508621,38.64837296,48.15845911,212.4546327,48.3267873,T3,R3,13902,0.0093475,0.43437,6.51427275,0.020187771,239.5434783,36.77209835,-3.43615749,NA,NA,NA,NA,NA,NA,NA
4,2,c,0,199,4-2c_0,1971,1971,Treated,1971,2,90.08871984,23.2294415,26.08267164,197.2792211,25.16800123,T3,R3,5880,0.0076178,0.42945,2.29905204,0.023032711,111.9130435,48.67790791,-0.902337254,NA,NA,NA,NA,NA,NA,NA
4,2,c,85,200,4-2c_85,1971,1971,Treated,1971,2,158.4198237,39.24214457,43.15131316,231.5591248,36.35725224,T3,R3,8487,0.0074225,0.42995,2.16662775,0.02561905,174.5217391,80.54994178,-2.01170865,NA,NA,NA,NA,NA,NA,NA
4,2,c,170,201,4-2c_170,1971,1971,Treated,1971,2,84.57769086,26.04576146,24.2690034,212.9519679,23.03383124,T3,R3,13947,NA,NA,NA,0.034896759,352.9565217,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,b,170,52,1-5b_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,b,85,53,1-5b_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,b,0,54,1-5b_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,c,0,103,2-4c_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,c,85,104,2-4c_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,c,170,105,2-4c_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,a,85,133,3-2a_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,a,0,134,3-2a_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,a,170,135,3-2a_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,d,85,202,4-2d_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,d,0,203,4-2d_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,d,170,204,4-2d_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,b,170,52,1-5b_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,307.8,0.022808,0.41057,7.0203024,0.061127234,8.066666667,1.149048318,0.143259626,NA,NA,NA,NA,NA,NA,NA
1,5,b,85,53,1-5b_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,406.8,0.021802,0.41258,8.8690536,0.067060669,10.81666667,1.219596493,0.182594757,NA,NA,NA,NA,NA,NA,NA
1,5,b,0,54,1-5b_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,282,0.020125,0.4058,5.67525,0.059264614,7.35,1.295097132,0.114641489,NA,NA,NA,NA,NA,NA,NA
2,4,c,0,103,2-4c_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,271.8,0.020229,0.40908,5.4982422,0.058480772,7.066666667,1.285259254,0.110875366,NA,NA,NA,NA,NA,NA,NA
2,4,c,85,104,2-4c_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,361.8,0.026403,0.41243,9.5526054,0.064566412,9.566666667,1.001471982,0.197138413,NA,NA,NA,NA,NA,NA,NA
2,4,c,170,105,2-4c_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,402,0.02745,0.41241,11.0349,0.066808125,10.68333333,0.968140476,0.228676596,NA,NA,NA,NA,NA,NA,NA
3,2,a,85,133,3-2a_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,1013.7,0.024017,0.42365,24.3460329,0.086487065,27.675,1.136735505,0.511892189,NA,NA,NA,NA,NA,NA,NA
3,2,a,0,134,3-2a_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,947.4,0.022326,0.42401,21.1516524,0.085047898,25.83333333,1.22133878,0.443926647,NA,NA,NA,NA,NA,NA,NA
3,2,a,170,135,3-2a_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,909,0.023622,0.42481,21.472398,0.084167551,24.76666667,1.15341876,0.450751021,NA,NA,NA,NA,NA,NA,NA
4,2,d,85,202,4-2d_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,620.4,0.021808,0.42621,13.5296832,0.076040303,16.75,1.23801864,0.281757089,NA,NA,NA,NA,NA,NA,NA
4,2,d,0,203,4-2d_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,316.2,0.019625,0.42055,6.205425,0.0617001,8.3,1.337539331,0.125921809,NA,NA,NA,NA,NA,NA,NA
4,2,d,170,204,4-2d_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T1,V6,292.8,0.025114,0.42167,7.3533792,0.060064246,7.65,1.040338026,0.150346366,NA,NA,NA,NA,NA,NA,NA
1,5,b,170,52,1-5b_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,8019,0.015893,0.43661,127.445967,0.12074514,248.7483871,1.95179489,4.4602098,NA,NA,NA,NA,NA,NA,NA
1,5,b,85,53,1-5b_85,1975,1975,Treated,1975,2,78.64682423,21.49048161,19.61712169,187.6198869,18.61308173,T2,R1,5164.5,0.011733,0.43168,60.5950785,0.094120071,153.4741935,2.532783146,1.9157787,NA,NA,NA,NA,NA,NA,NA
1,5,b,0,54,1-5b_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,2533.5,0.0087341,0.4224,22.12784235,0.081312961,72.62903226,3.282246462,0.609355272,NA,NA,NA,NA,NA,NA,NA
2,4,c,0,103,2-4c_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,3805.5,0.007683,0.42622,29.2376565,0.097745784,113.9903226,3.898750318,0.879237567,NA,NA,NA,NA,NA,NA,NA
2,4,c,85,104,2-4c_85,1975,1975,Treated,1975,2,70.34348868,17.18099643,18.30010945,152.6178082,18.80469499,T2,R1,4783.5,0.011905,0.43518,56.9475675,0.095623563,142.6354839,2.504680887,1.755368967,NA,NA,NA,NA,NA,NA,NA
2,4,c,170,105,2-4c_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,5757,0.01361,0.43391,78.35277,0.098582211,172.7419355,2.204669158,2.493254444,NA,NA,NA,NA,NA,NA,NA
3,2,a,85,133,3-2a_85,1975,1975,Treated,1975,2,104.5279524,28.31237546,29.12713129,208.7616929,30.82164987,T2,R1,7536,0.01015355,0.432395,76.5171528,0.074299427,210.3967742,2.7496681,1.9322637,NA,NA,NA,NA,NA,NA,NA
3,2,a,0,134,3-2a_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,4938,0.0076278,0.42978,37.6660764,0.061147936,128.7290323,3.417638484,0.611645333,NA,NA,NA,NA,NA,NA,NA
3,2,a,170,135,3-2a_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,8580,0.013986,0.43706,119.99988,0.083142374,247.4516129,2.062098836,3.649166,NA,NA,NA,NA,NA,NA,NA
4,2,d,85,202,4-2d_85,1975,1975,Treated,1975,2,117.6558249,29.05769119,27.78506665,170.0349821,41.97535398,T2,R1,6120,0.009058,0.43496,55.43496,0.084776035,177.4064516,3.200263004,1.552047289,NA,NA,NA,NA,NA,NA,NA
4,2,d,0,203,4-2d_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,3802.5,0.0033706,0.21212815,12.8167065,0.092112559,112.4612903,8.774585758,0.244862278,NA,NA,NA,NA,NA,NA,NA
4,2,d,170,204,4-2d_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T2,R1,5832,0.014468,0.43427,84.377376,0.110800944,178.683871,2.117675133,2.852740622,NA,NA,NA,NA,NA,NA,NA
1,5,b,170,52,1-5b_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,b,85,53,1-5b_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,b,0,54,1-5b_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,c,0,103,2-4c_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,c,85,104,2-4c_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,c,170,105,2-4c_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,a,85,133,3-2a_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,a,0,134,3-2a_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,a,170,135,3-2a_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,d,85,202,4-2d_85,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,d,0,203,4-2d_0,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,d,170,204,4-2d_170,1975,1975,Treated,1975,2,NA,NA,NA,NA,NA,T3,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,c,0,19,1-2c_0,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,c,85,20,1-2c_85,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,c,170,21,1-2c_170,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,a,85,109,2-5a_85,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,a,0,110,2-5a_0,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,a,170,111,2-5a_170,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,c,0,127,3-1c_0,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,c,85,128,3-1c_85,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,c,170,129,3-1c_170,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,a,85,217,4-4a_85,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,a,0,218,4-4a_0,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,a,170,219,4-4a_170,1984,1984,Treated,1984,2,NA,NA,NA,NA,NA,T0,Planting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,c,0,19,1-2c_0,1984,1984,Treated,1984,2,99.08936979,24.11960599,21.98506245,53.91705831,23.86412762,T1,V6,200.4,0.020894,0.39796,4.1871576,0.051996706,5.083333333,1.214029616,0.082979949,NA,NA,NA,NA,NA,NA,NA
1,2,c,85,20,1-2c_85,1984,1984,Treated,1984,2,65.94436208,17.43092146,13.43597073,30.97003686,14.82589873,T1,V6,190.8,0.024618,0.41398,4.6971144,0.050952246,4.816666667,1.025452279,0.093830094,NA,NA,NA,NA,NA,NA,NA
